date,time,username,tweet,preprocessing,Nama Universitas,label,geo
2024-04-29,06:48:37,human_ara,@convomfs kesel sama nangis bgt kalo ngeliat bocah2 kipk yang salah sasaran gini gw yg baru dapet kipk smt 5 kemarin ngerasain awal kuliah kudu bayar ukt pake duit sendiri kudu kerja kalo ga kerja gatau duitnya gimana karna kiriman blm tentu ada atau memenuhi,convomfs kesal menang bocah bocah kipk salah sasar kipk smt 5 kemarin rasa kuliah bayar ukt pakai duit kerja kerja duit kirim ada penuh,Universitas Indonesia,Negative,"-6.36031565,106.827185590632"
2024-04-29,06:47:51,ovalbiscuits,@undipmenfess Padahal banyak mahasiswa yang maksi tu ke booth makan gratis anjir kipk salah sasaran,undipmenfess mahasiswa maksi booth makan gratis anjir kipk salah sasar,Universitas Diponegoro,Neutral,"-7.0483698,110.440107056068"
2024-04-29,06:35:46,strawbunnyjaem,@convomfs as always kipk banyak yang salah sasaran. gatau sistem pemilihannya kek gimana nethink si pake sistem capcipcup,convomfs as always kipk salah sasar sistem pilih negative thinking sih pakai sistem capcipcup,,Neutral,"<NA>,<NA>"
2024-04-29,06:31:29,Ashema_Deva666,@undipmenfess fitnah darimana. Ada anak hukum 19 yang dapet Bidik misi se semester cuma 1jt. Padahal orang kaya pas daftar pake foto rumah tantenya. Jadi bidik misi/kipk/program pemerintah untuk org kurang mampu yang SALAH SASARAN/DISALAH GUNAKAN itu memang banyak dan nyata adanya.,undipmenfess fitnah ada anak hukum 19 bidik misi semester juta orang pas daftar pakai foto rumah tante bidik misi kipk program perintah orang salah sasar salah nyata,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,06:31:04,circumstellaer,@convomfs Sistem seleksi penerima KIPK sebenarnya gimana sih? Banyak banget penerima KIPK yang salah sasaran ini mah namanya memenuhi kebutuhan tersier kalangan atas,convomfs sistem seleksi terima kipk sih terima kipk salah sasar nama penuh butuh tersier kalang,Universita Teuku Umar,Negative,"4.14449791067428,96.2034255956254"
2024-04-29,06:26:06,Multifandomid3,@convomfs Knp kipk banyak salah sasaran? @nadiemmakarim,convomfs kipk salah sasar nadiemmakarim,,Negative,"<NA>,<NA>"
2024-04-29,06:27:59,gruaff,@undipmenfess udah ga heran ah kipk emg byk yg salah sasaran di kampus w yg dapet mostly hpnya boba semua wkwk,undipmenfess heran ah kipk salah sasar kampus handphonenya boba wkwk,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,06:30:15,cycyuZ,Inimah salah sasaran kipk bukan oknum lagi tapi sekabupaten banyak bgt ya makin kesini sini kipk hedon,inimah salah sasar kipk oknum kabupaten ya kesini kipk boros,,Negative,"<NA>,<NA>"
2024-04-29,06:23:27,sckunasites,tl isinya full orang-orang dapet kipk yang salah sasaran. sakit ati bgt liatnya. sedangkan aku yang memang ga mampu buat bayar kuliah ini gagal buat dapetin kip,lini isi full orang orang kipk salah sasar sakit hati lihat bayar kuliah gagal kip,,Negative,"<NA>,<NA>"
2024-04-29,06:21:14,urstrawbewwy,@convomfs Uang kipk brp sih? Trus ko bsa pda salah sasaran ke org2 hedon gt?,convomfs uang kipk sih salah sasar orang orang boros,,Neutral,"<NA>,<NA>"
2024-04-29,06:20:37,pricelessdinoo,@convomfs Aku juga selalu ngerasa kipk salah sasaran. Sodaraku mau minta biasiswa ortu tunggal yg udah mendekati pensiun ya kalau kehidupan sehari2 mampu tapi biaya kuliah engga. Eh pas survei rumah katanya ada yg lbh krng mampu rumahnya pdhl sederhana gitu akhirnya dijual,convomfs kipk salah sasar saudara biasiswa o tunggal dekat pensiun ya hidup sehari2 biaya kuliah eh pas survei rumah ada rumah sederhana jual,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-04-29,06:18:19,yuyeonmybae,@convomfs Anak KIPK memang gaharus kok tampilannya jelek tapi kalo gini udah salah sasaran bjir. Ada loh di luar sana yang bayar ukt aja ngos-ngosan lha ini??? KIPKnya terus buat apaan? Ditabung? BERARTI MAMPU DONG,convomfs anak kipk tampil jelek salah sasar bjir ada bayar ukt ngos ngosan kipknya tabung bera i,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-04-29,06:18:03,pshwifeyy,@undipmenfess sebel bgtt klo liat anak KIPK tapi salah sasaran begini kakak gue ga keterima KIPK padahal gaji ayah gue dibawah umr jogja rumah juga masih ngontrak harus lontang lantung cari pinjeman setiap mau bayar ukt nyampe kakak gue harus rela ngajuin pinjol buat bayar ukt ,undipmenfess kesal lihat anak kipk salah sasar kakak terima kipk gaji ayah upah minimum regional yoyakarta rumah ngontrak lontang lantung cari pinjeman bayar ukt kakak rela aju pinjol bayar ukt,Universitas Diponegoro,Positive,"-7.0483698,110.440107056068"
2024-04-29,06:15:43,pgnjdidosen,@szcturn @undipmenfess Benerr banget kak aku sering liat temen SMA ku yang dapet kipk tuh gayanya hedon banget hp ip 11 sering main di cafe yg mahal outfit juga brand salah sasaran banget sii ya,szcturn undipmenfess kak lihat teman ku kipk gaya boros handphone ip 11 main cafe mahal outfit merek salah sasar sih ya,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,06:14:58,izoelsaka,@undipmenfess Ini perlu diaudit sih penerima kipk masa pada salah sasaran gitu. Apakah ada permainan juga disana?,undipmenfess audit sih terima kipk salah sasar ada main,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,06:14:46,odesaa_,@convomfs KIPK salah sasaran,convomfs kipk salah sasar,,Negative,"<NA>,<NA>"
2024-04-29,06:12:54,septimberrr,kesel kan ada yg menyalahgunakan kipk? makanya gausah dibela rangorang yg salah sasaran itu wkwk melanggengkan praktik korupsi di masa yg akan datang,kesal ada menyalahgunakan kipk bela orang orang salah sasar wkwk langgeng praktik korupsi,,Negative,"<NA>,<NA>"
2024-04-29,06:11:53,carelessbyee,@bodyrestt kayanya org emosi tu krn emg kipk ni sarang salah sasaran dana pendidikan deh bod trs kayak kipk tu punya opsi mengundurkan diri di tengah kalo udh capable enough ky bukan iri nya tp marah krn salah sasarannya gt soale logikanya bisa kerja=bisa bayar kuliah,bodyrestt orang emosi kipk nih sarang salah sasar dana didik deh bod kipk opsi undur capable enough ky iri nya marah salah sasar logika kerja bayar kuliah,,Negative,"<NA>,<NA>"
2024-04-29,06:10:49,otkkotsuyuta,@tanyarlfes kenapa yaa kipk tu selalu salah sasaran..,tanyarlfes ya kipk salah sasar,,Positive,"<NA>,<NA>"
2024-04-29,06:08:33,aurorayeohwa,Iniloh cok yg bikin aku sakit hati bgt sm penerima kipk yg salah sasaran. KRN TEMENKU ADA YG NGALAMIN INI. DIA PIATU GA MAMPU BUAT KULIAH PADAHAL ITU IMPIAN DIA. SAMPE2 LULUS SEKOLAH SMA BANTING TULANG SENDIRI JUAL SEPEDA MOTORNYA DAN GANTI PAKE YG SECOND. KRN APA?,iniloh cok bikin sakit hati terima kipk salah sasar teman ada alami piatu kuliah impi lulus sekolah banting tulang jual sepeda motor ganti pakai second,,Negative,"<NA>,<NA>"
2024-04-29,06:08:04,baeqiyun,Lagi rame soal bantuan kipk yg salah sasaran pdhl dari jaman aku kuliah malahan pas baru ada itu program hampir semua mahasiswa pada iseng nyoba dan ya banyak yg dapet padahal dia secara finansial mampu. Terus endingnya tiap uangnya cair lngsung dipake traktir circle2 dia wkwk,ramai bantu kipk salah sasar jaman kuliah pas ada program mahasiswa iseng coba ya finansial uang cair langsung pakai traktir circle2 wkwk,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-04-29,06:06:43,DarahBiroe,@undip @nadiemmakarim @ditjendikti masalah kipk salah sasaran terus2an terjadi. Udah bertahun2 selalu terulang yg begini. Apa gk ada tindakan ? Kasihan yg pinter &amp; bener2 nggak punya biaya,undip nadiemmakarim ditjendikti kipk salah sasar terus be ahun2 ulang ada tindak kasihan pintar biaya,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,06:08:03,svtforlive,@myownwoo Oh wow emng kipk ini salah sasaran mulu,myownwoo oh kipk salah sasar,,Neutral,"<NA>,<NA>"
2024-04-29,06:05:09,kittenndusttt,@convomfs drama anak anak kipk salah sasaran gini amat y beli lipstik dior bisa buat bayar ukt gamampu hdehhh,convomfs drama anak anak kipk salah sasar iya beli lipstik dior bayar ukt gamampu hdehhh,,Negative,"<NA>,<NA>"
2024-04-29,05:57:01,choucoballll,Kayaknya template penerima kipk salah sasaran gini semua dah temen gw banyak yg ky begini. Sampe kaget pas awal tau mereka pake kipk lol,kayak template terima kipk salah sasar teman ky kaget pas pakai kipk wkwk,,Negative,"<NA>,<NA>"
2024-04-29,05:59:57,kaitoucorbeau,Nah aku juga mempertanyakan ini Padahal di rep lain ada kok yg cerita temennya iseng coba daftar kipk &amp; keterima tapi mengundurkan diri dari kipk krn merasa mampu kan masih bagus ya sadar diri Terus heran juga sistemnya gimana kok bisa ada yg salah sasaran ,mempe anyak rep ada cerita teman iseng coba daftar kipk terima undur kipk bagus ya sadar heran sistem ada salah sasar,,Negative,"<NA>,<NA>"
2024-04-29,06:02:10,minimarkkie,kok upn gada yg viralin kipk salah sasaran yh,upn ada viralkan kipk salah sasar ya,,Negative,"<NA>,<NA>"
2024-04-29,05:54:24,itsqitz,@undipmenfess undip sm unpad kynya sarang orang2 yg dpt kipk salah sasaran. Bbrp kali lewat tl lagi2 yg dr kampus itu² aja &amp; yg dpt modelan influencer lgi.,undipmenfess undip universitas negeri padjadjaran kynya sarang orang orang kipk salah sasar kali lini kampus model influencer,Universitas Padjajaran,Negative,"-6.893198,107.617133933098"
2024-04-29,05:51:20,kingofpulu, seperti biasa kipk selalu salah sasaran bisa bisanya ada manusia yang gatau diri begini https://t.co/YywWJ8eU65,sepe i kipk salah sasar bisa ada manusia,,Negative,"<NA>,<NA>"
2024-04-29,05:50:25,rotirasananas,@fwairyraaaa @orpheuzkaze @undipmenfess Lu pikir puluhan bahkan ratusan org yg ketolak kipk rata2 ketendangnya sm modelan salah sasaran begini. Kalo masa muda aja udh doyan konsumsi duit hasil ngakalin begini gedenya begimane? Wkwk,fwairyraaaa orpheuzkaze undipmenfess pikir puluh ratus orang tolak kipk tendang model salah sasar muda suka konsumsi duit hasil ngakalin gede begimane wkwk,Universitas Indonesia,Negative,"-6.36031565,106.827185590632"
2024-04-29,05:48:48,sampahkapital,@undipmenfess Sepertinya bantuan kipk banyak salah sasaran,undipmenfess sepe inya bantu kipk salah sasar,Universitas Diponegoro,Neutral,"-7.0483698,110.440107056068"
2024-04-29,05:48:43,fikimridho,@convomfs Bidikmisi/KIPK tuh dari jaman dulu sering banget salah sasaran dah,convomfs bidikmisi kipk jaman salah sasar,,Neutral,"<NA>,<NA>"
2024-04-29,05:48:25,fuckbiology__,kalo dibilang emg org kipk harus miskin banget sampe makan gabisa 3x sehari jawabannya iya lah anjer. dapet kipk kok bisa menuhin kebutuhan tersier gw gatau kl penerima kipk nya ternyata salah sasaran didenda atau enggak tp mendingan kata gw sih diadain sanksi aja lah,bilang orang kipk miskin makan kali hari jawab iya anjir kipk penuh butuh tersier terima kipk nya salah sasar denda sih diadain sanksi,Universita Teuku Umar,Negative,"4.14449791067428,96.2034255956254"
2024-04-29,05:45:09,merindrink,@undipmenfess ini yang kasian sama mentalnya takut ini itu lu ga kasian sama yang lebih terpuruk tapi susah dapet kipk??? ini jatohnya salah sasaran n dia juga menyalah gunakan kipk kalo emang pas daftar miskin tapi udah hedon sekarang ya mengundurkan diri harusnya,undipmenfess kasihan mental takut kasihan puruk susah kipk jatuh salah sasar salah kipk pas daftar miskin boros ya undur,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,05:42:57,rurulistyana,@convomfs Kipk bisa salah sasaran itu apa ga survey kerumah atau gimana? Itu buat siswa miskin kan ?,convomfs kipk salah sasar survei rumah siswa miskin,,Negative,"<NA>,<NA>"
2024-04-29,05:42:34,fuckbiology__,@undipmenfess penasaran benefit kipk brpan sih per bulan? kok banyak yg salah sasaran gini,undipmenfess penasaran benefit kipk brpan sih salah sasar,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,05:42:22,doremifase0la,@phenty_pen @neverfalters @navvable @fayirry @digidegu @myoongiwaifu @undipmenfess dapet kakkk cuma kebanyakan sering salah sasaran. dulu temen kaka ku dapet kipk padahal ortunya mampu,phenty neverfalters navvable fayirry digidegu myoongiwaifu undipmenfess kakak banyak salah sasar teman kakak ku kipk o unya,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-29,05:40:21,aurorayeohwa,Always masalah kipk yg salah sasaran. gini loh maksudnya buat yg nerima kipk tuh ga harus yg gembel bgt (ini buat yg komen emg anak kipk ga boleh keliatan dandan) tp gini loh anj. Klo awalnya lu emg ga mampir bgt ya you deserve it. Tp klo lu udh bisa beli semuanya sendiri-Y,always kipk salah sasar maksud terima kipk jelek komen anak kipk dandan anjing mampir ya deserve it beli iya,,Negative,"<NA>,<NA>"
2024-04-29,05:39:36,22wlsdud,Dari tadi spill-spillan penerima kipk yang salah sasaran wkwkwk,spill spillan terima kipk salah sasar wkwk,,Negative,"<NA>,<NA>"
2024-04-29,05:39:17,Shineglowww,Orang atas masa sih gak tau permasalahan oknum anak kipk yg salah sasaran? Tau lah ya kan? Tau gak belio2 itu?,orang sih masalah oknum anak kipk salah sasar ya belio2,,Negative,"<NA>,<NA>"
2024-04-29,05:36:28,bwtbacaauu,@chocholateeech @undipmenfess gapapa kak biarin aja udh banyak kasus KIPK salah sasaran gini dan yg make pun gatau diri ,chocholateeech undipmenfess kak biar kipk salah sasar pakai,Universitas Diponegoro,Neutral,"-7.0483698,110.440107056068"
2024-04-29,05:35:52,zhhvv4,tl lagi rame ttg ukt entah yang ketinggian yang ga sesuai kipk salah sasaran takut ih,lini ramai ukt tinggi sesuai kipk salah sasar takut ih,,Negative,"<NA>,<NA>"
2024-04-29,05:35:47,xinternethoex,i'm so here for the downfall of those penerima kipk salah sasaran. mampus anjir gue doain miskin beneran lo semua,i sok here for the downfall of those terima kipk salah sasar mampus anjir doa miskin benar,,Positive,"<NA>,<NA>"
2024-04-29,05:32:41,cinomonrollsss,tiap kli lewat ttg kipk yg salah sasaran selalu mikir kok tega dan mau nerima sih...,kali kipk salah sasar pikir tega terima sih,,Negative,"<NA>,<NA>"
2024-04-29,05:31:21,arch_1209,dari sekian banyak kasus kipk salah sasaran jujur ini yang paling bikin gue kesel,sekian kipk salah sasar jujur bikin kesal,,Negative,"<NA>,<NA>"
2024-04-29,05:29:08,sukunacht,kipk udh banyak salah sasaran penerimanya pun polos bgt koar2 di sosmed tp branding sosialita tolol wkwk,kipk salah sasar terima polos koar koar media sosial branding sosialita tolol wkwk,,Negative,"<NA>,<NA>"
2024-04-29,05:28:03,TheGOAT_campeon,@convomfs Heran kadang dari jaman gw masuk kuliah sampai kerja ada aja masih bidikmisi salah sasaran. Selonggar itu kah kipk persyaratannya?,convomfs heran kadang jaman masuk kuliah kerja ada bidikmisi salah sasar longgar kah kipk syarat,,Negative,"<NA>,<NA>"
2024-04-29,05:26:21,gioshxt,@convomfs seperti biasa kipk selalu salah sasaran bisa bisanya ada manusia yang gatau diri begini,convomfs sepe i kipk salah sasar bisa ada manusia,,Negative,"<NA>,<NA>"
2024-04-29,05:22:30,sabersstore,@undipmenfess salah sasaran banget kipk ke orng yg sangat mampu gini ,undipmenfess salah sasar kipk orang,Universitas Diponegoro,Neutral,"-7.0483698,110.440107056068"
2024-04-29,05:10:28,yourmatchaltte,kuliah kakaknya? Di luar sana masih banyak yang pengen kuliah tapi biayanya pas-pasan bahkan hampir gaada ... sayangnya KIPK malah dipake sama orang-orang seperti ini. KIPK masih banyak yang salah sasaran.,kuliah kakak kuliah biaya pas pas ada sayang kipk pakai orang orang sepe i kipk salah sasar,,Negative,"<NA>,<NA>"
2024-04-29,05:10:27,Shan_Ndanada,@deelaurey @Ambisbersama Nah bener kadang tu kenapa jd perdebatan karna yg menengah ga dapet jd iri dan marah karna yg kipk jd lebih sejahtera. Sedangkan kuota kipk juga terbatas. Beasiswa lain (prestasi) jg lebih susah karna lebih dikit kuotanya Ditambah oknum yg salah sasaran makin digoreng lah tu.,deelaurey ambisbersama kadang debat tengah iri marah kipk sejahtera kuota kipk batas beasiswa prestasi susah kuota tambah oknum salah sasar goreng,,Positive,"<NA>,<NA>"
2024-04-29,05:08:14,undipmenfess,-dips! Info dari ordal baiknya kalo menemukan penerima KIPK yg salah sasaran bisa dilaporkan ke bagian Unit Layanan Terpad disertai bukti yaa. Mas/mba BEM Univ mungkin bisa inisiatif bantuin kawal terkait masalah ini. Minimal perhatikan peristiwa di dalam dulu sebelum (cont..) https://t.co/skGS8DSRz0,dips info ordal baik temu terima kipk salah sasar lapor unit layan terpad dise ai bukti ya mas mbak badan eksekutif mahasiswa universitas inisiatif bantu kawal kait minimal perhati peristiwa cont,Universitas Padjajaran,Negative,"-6.893198,107.617133933098"
2024-04-29,05:05:35,namanyajugadira,Dulu kesel liat peserta KIPK banyak bgt yang salah sasaran si ada tuh peserta yg gabutnya ke Jepang Terus tadi adek gw curhat giliran doi yg kesel liat orang2 mampu kok bisa dapet wkwkwk cape bgt kelar2 dari dulu,kesal lihat pese a kipk salah sasar sih ada pese a gabutnya jepang adik curhat gilir kesal lihat orang orang wkwk capai selesai selesai,,Negative,"<NA>,<NA>"
2024-04-29,05:05:32,okidookiooo,@sheldon24james Wkwkwk asli dari kemaren spill spill kipk salah sasaran trs wkwk,sheldon24james wkwk asli kemarin spill spill kipk salah sasar wkwk,,Neutral,"<NA>,<NA>"
2024-04-29,04:44:05,ciloqinak,@digidegu @myoongiwaifu @undipmenfess knp kipk salah sasaran trs ya yg masih mampu byr UKT dpt kipk yg bnr2 ga mampu smpe rumah reyot mlah banting tulang biar bisa byr kuliah. Klo dulu km ga mampu dan dpt kipk skrg dirasa udh mampu ya mundur!! kasih kesempatan yg lebih berhak dpt kipk!,digidegu myoongiwaifu undipmenfess kipk salah sasar ya bayar ukt kipk rumah reyot banting tulang biar bayar kuliah kipk rasa ya mundur kasih sempat hak kipk,Universitas Diponegoro,Positive,"-7.0483698,110.440107056068"
2024-04-29,04:59:50,ezxcal,Si anjing dongok kalo bisa nabung ya nabung buat bayar UKT dan hidup bukan beli barang bagus. Gw dulu juga ngais2 ya anjing dimana liat temen pake KIPK/Bidik punya mobil dan motor buat kekampus. Turun ke lapang kontol lebih banyak salah sasaran daripada seharusnya https://t.co/npAdfc3moI,sih anjing dungu tabung ya tabung bayar ukt hidup beli barang bagus ngais2 ya anjing mana lihat teman pakai kipk bidik mobil motor kampus turun lapang kontol salah sasar,Universitas Negeri Gorontalo,Positive,"0.5546668,123.062666148111"
2024-04-29,04:31:37,Shan_Ndanada,@deelaurey @Ambisbersama Iya sama2 kk aku jg gemes. G bisa dipungkiri ada yg salah sasaran. Tp kalo dia beli buat kuliah apa salah? Aku dikampus bantu2 adting penurunan ukt &amp;kipk. G jarang denger curhatan mereka. Sedih liat yg udh tepat malah dipojokin. Kk @Ambisbersama kalo kepo kip bisa tanya2 sini,deelaurey ambisbersama iya kakak gemas dipungkiri ada salah sasar beli kuliah salah kampus bantu bantu adting turun ukt kipk jarang dengar curhatan sedih lihat pojok kakak ambisbersama kip,Universitas Negeri Gorontalo,Negative,"0.5546668,123.062666148111"
2024-04-29,04:27:17,papandamerah,@septimberrr Kalo mau menyerang yg memang jelas salah sasaran dan penyalahgunaan KIPK ya ada banyak di kampus saya ada tempat pelaporannya ga masalah kalo itu cuma minimal disambil cek ini itu tentang sistem KIPK nya dulu deh Dan gak serta merta jadi menghakimi mana miskin yg layak kuliah,septimberrr serang salah sasar penyalahgunaan kipk ya ada kampus ada lapor minimal sambil cek sistem kipk nya deh a me a hakim miskin layak kuliah,,Positive,"<NA>,<NA>"
2024-04-29,04:19:50,baekzzz,@kuro_nyaa18 @alleasecret @itsurboihyl @simethidrink @alleasecret enggak kok kak ini bahasannya umum semua penerima kipk salah sasaran makanya di thread utama gak dikasih referensi masalah Lanjut.,kuro nyaa18 alleasecret itsurboihyl simethidrink alleasecret kak bahas terima kipk salah sasar thread utama kasih referensi,,Negative,"<NA>,<NA>"
2024-04-29,04:19:23,halallboi__,kita lebih menyayangkan kalo penerima KIPK tuh malah salah sasaran. logikanya kita pasti bakalan memenuhi kebutuhan primer dulu baru sekunder baru tersier. masalahnya byk yg bisa sampai ke kebutuhan tersier. artinya harusnya tidak perlu dong KIPK?,sayang terima kipk salah sasar logika penuh butuh primer sekunder tersier butuh tersier a inya kipk,Universita Teuku Umar,Negative,"4.14449791067428,96.2034255956254"
2024-04-29,04:14:46,mercvibe,Udah biasa sih temen w yang kipk juga sebenernya tergolong mampu makan pun di story sering di resto2 mahal dan ngopinya pun elit. Bukan salah orangnya tapi emang pemerintah aja yg sering salah sasaran,sih teman kipk golong makan cerita resto2 mahal kop elite salah orang perintah salah sasar,,Negative,"<NA>,<NA>"
2024-04-29,03:07:28,_rairawan,@nanasdinginn Iyaa kayak gitu belum lagi masalah gap kelas antara penerima bm/kipk dengan kelas menengah yang kadang bedanya tipis. Tapi kelas menengah gabisa dapet karrna gamasuk kriteria. Ketambahan yang salah sasaran rame wes.,nanasdinginn iya gap kelas terima bm kipk kelas tengah kadang beda tipis kelas tengah karrna masuk kriteria tambah salah sasar ramai,,Negative,"<NA>,<NA>"
2024-04-29,02:00:39,tesia_anes,@wartegkhbahari @Reswara_ @undipmenfess @byAmandytch Bener kayak yang suka stand up comedi waktu kuliah semester 5 dia sambi jualan dicabut Lansung kipk nya. Kok yang baru baru ini enggak ya padahal banyak yang salah sasaran.,whatsapp egkhbahari reswara undipmenfess byamandytch suka stand up comedi kuliah semester 5 sambi jual cabut langsung kipk nya ya salah sasar,Universitas Diponegoro,Positive,"-7.0483698,110.440107056068"
2024-04-29,04:14:38,kxromiy,smoga penerima kipk salah sasaran hidupnya sehat sehat yaaa ga ngrasain buat makan sehari hari aja masih mikir cukup apa enggaa..... gila anjir,moga terima kipk salah sasar hidup sehat sehat ya rasa makan hari pikir enggaa gila anjir,,Negative,"<NA>,<NA>"
2024-04-29,04:08:25,tbzueony,gue sebenernya bingung bgt sm org yg mampu rumah bagus dll. bisa dapet kipk?? bukannya ada survei trs foto rumah gaji ortu dll kok bisa selalu salah sasaran?? bukannya ngajuinnya jg rada susah ya? aneh bgt,bingung orang rumah bagus kipk ada survei foto rumah gaji o salah sasar ngajuinnya susah ya aneh,Universitas Indonesia,Negative,"-6.36031565,106.827185590632"
2024-04-29,00:46:18,mwarahin,@alldayonmars @zaa_alli masalahnya grgr oknum salah sasaran anak kipk tepat sasaran yg bisa beli barang bagus dikit itu dikira mampu dan dijulidin seolah gaboleh hidup bahagia. Bahkan yg julid itu ternyata beneran iri karna dia ga lolos kipk,alldayonmars zaa alli gara gara oknum salah sasar anak kipk sasar beli barang bagus dijulidin hidup bahagia julid benar iri lolos kipk,,Positive,"<NA>,<NA>"
2024-04-29,00:41:22,mwarahin,@zaa_alli @itsurboihyl yg lu bilang bener bang tp yg ada di thread bener jg. Masalahnya grgr oknum salah sasaran persis kyk yg dibilang di thread beli barang bagus dikit dijulidin perkara dia anak kipk. Jadi seakan2 yg julid ini gabisa liat anak kipk bahagia,zaa alli itsurboihyl bilang bang ada thread gara gara oknum salah sasar persis bilang thread beli barang bagus dijulidin perkara anak kipk akan julid lihat anak kipk bahagia,,Negative,"<NA>,<NA>"
2024-04-28,19:30:57,nanasdinginn,@_rairawan lagu lama wkwk cuma ganti nama dari bm ke kipk doang lagiann kesel bgt ga sih salah sasaran gitu ada anaknya sederhana aja motor biasa bgt malah tapi pas lebaran ke rumah e lah guede.. kok bisa lolos bm ya.. apalagi yg gaya hidup e wes pake barang mewah.. apa ga nyebelin,rairawan lagu wkwk ganti nama bm kipk lagiann kesal sih salah sasar ada anak sederhana motor pas lebaran rumah e guede lolos bm ya gaya hidup e pakai barang mewah sebal,,Negative,"<NA>,<NA>"
2024-04-28,15:48:20,piesuniee,@redostyev @ceetzys @rules_im @fmuchtaar @dualogdua ya kalo pemerintah udah bisa BENER orang 'mampu' yang daftar KIPK juga ga bakalan keterima. Kalo mau nyalahin penerima yang 'mampu' karna daftar KIP pemerintah noh lebih salah karna gabisa tepat sasaran,redostyev ceetzys rules im fmuchtaar dualogdua ya perintah orang daftar kipk terima salah terima daftar kip perintah salah sasar,,Positive,"<NA>,<NA>"
2024-04-28,14:18:52,swifftiebe,@undipmenfess kenapa ya... padahal juga udah viral byk yg salah sasaran sampe sekarang uda 2024 masi byk bgt org hedon kaya bisa dept kipk sbnrnya tu dinilai dr apa si? hoki kah?,undipmenfess ya viral salah sasar 2024 orang boros dept kipk nilai sih hoki kah,Universitas Diponegoro,Negative,"-7.0483698,110.440107056068"
2024-04-28,12:14:28,alldayonmars,@zaa_alli Yakan?? Padahal poin org pada ga suka itu tuh ya karna emg kipk nya salah sasaran. Ngapa malah jadi crab mentality dah sksksks,zaa alli iya poin orang suka ya kipk nya salah sasar crab mentality sksksks,,Negative,"<NA>,<NA>"
2024-04-28,12:07:47,udin51s,@undipmenfess heran.. iri dengki ko sama orang yang dibawah minimal sblm spill pastikan dulu bnr/gk yg koment² juga jgn langsung nyalahin apalagi lgsg nganggep yg dapet kipk byk yg salah sasaran ingat nder menfes ini juga dilihat anak kipk dan banyak yg terdzolimi gara² koment fitnah kalian,undipmenfess heran iri dengki orang minimal spill pasti komen langsung salah langsung anggap kipk salah sasar nder menfes anak kipk zalim gara komen fitnah,Universitas Diponegoro,Positive,"-7.0483698,110.440107056068"
2024-04-28,11:44:15,felsafat,kalo dulu ada spill kipk salah sasaran kayak gini pasti udah kena banyak tuh,ada spill kipk salah sasar kena,,Positive,"<NA>,<NA>"
2024-04-28,11:16:37,arunikaeritza,@fmuchtaar Fokus bukan disini bagaimana caranya menghentikan kipk bagi mahasiswa penerima manfaat kipk yg salah sasaran?? karna inclusion error mhsswa klrga ekonomi mampu/sejahtera/golongan tajir tp terdata penerima manfaat. Salah sasaran.,fmuchtaar fokus henti kipk mahasiswa terima manfaat kipk salah sasar inclusion error mhsswa keluarga ekonomi sejahtera golong tajir data terima manfaat salah sasar,,Positive,"<NA>,<NA>"
2024-04-28,10:54:29,mwarahin,@yaelahyeol makasi doanya ya mba end of diskusi ini aku mau bilang mba kan td katanya hidup susah aku juga &amp; anak kipk lain sama. Mungkin kita kalo mau nyerang bisa yg emg udh jelas2 salah sasaran kyk dia hedon sana sini taunya kipk aja mbaa-,yaelahyeol terima kasih doa ya mbak end of diskusi bilang mbak hidup susah anak kipk serang salah sasar boros tahu kipk mbak,,Positive,"<NA>,<NA>"
2024-04-28,10:51:05,jogmfs,Jog pliss lu serem banget anjir tau banget kipk banyak yg salah sasaran. tau banget lu mau kasih sanksi sosial buat org yg gelapin uang KIP-K. dan tauuu banget lu yg bayar pajak dehh. TAPII GA FITNAH JUGAAK ANJIRRR. plisss sumpah kasian banget org jadi korban karena lu (cont..),jog please seram anjir kipk salah sasar kasih sanksi sosial orang gelap uang kip k bayar pajak deh fitnah jugaak anjir plisss sumpah kasihan orang korban cont,,Positive,"<NA>,<NA>"
2024-04-28,10:43:41,mwarahin,@yaelahyeol mbaaa itu masnya gaada mention beli motor mobil... jgn suka mix kasus mba karna yg dibahas mas nya bukan kipk salah sasaran...,yaelahyeol mbak mas ada mention beli motor mobil suka mix mbak bahas mas nya kipk salah sasar,,Positive,"<NA>,<NA>"
